Distance,Time,Threshold
951.7228793121817,0.29085350036621094,1
903.892825904737,0.30890774726867676,2
903.9779056303792,0.6154539585113525,3
945.8172406643771,0.40111207962036133,4
968.0084038212837,0.3499157428741455,5
903.892825904737,0.5296709537506104,6
951.7228793121817,0.4403829574584961,7
903.9779056303792,0.48072052001953125,8
928.5390325789972,0.4716355800628662,9
903.9779056303792,0.5886847972869873,10
903.892825904737,0.5282728672027588,11
951.7228793121817,0.7318851947784424,12
903.9779056303792,0.8908140659332275,13
903.9779056303792,0.5588815212249756,14
928.6241123046393,0.4821929931640625,15
1012.4480330830484,0.8203868865966797,16
959.8850762860105,0.739732027053833,17
903.892825904737,0.8139941692352295,18
996.5529771241421,0.6297552585601807,19
951.7228793121817,0.791358470916748,20
903.9779056303792,1.030616283416748,21
928.6241123046393,0.7116310596466064,22
951.6755274939841,0.8675763607025146,23
903.9779056303792,0.8265752792358398,24
903.9779056303792,0.8519129753112793,25
903.892825904737,0.8918676376342773,26
903.9779056303792,1.022857666015625,27
903.9779056303792,0.8416106700897217,28
903.892825904737,1.0347888469696045,29
903.892825904737,0.9998989105224609,30
903.892825904737,1.1319613456726074,31
954.8556692195953,1.2803575992584229,32
903.9779056303792,0.9446046352386475,33
928.5390325789972,0.7490906715393066,34
928.6241123046393,0.8199284076690674,35
903.892825904737,1.1838898658752441,36
903.892825904737,1.0668611526489258,37
903.9779056303792,0.9923701286315918,38
983.767043200749,1.1577715873718262,39
903.892825904737,1.1950373649597168,40
979.8111750815306,0.950847864151001,41
903.892825904737,1.2389273643493652,42
903.9779056303792,0.9967458248138428,43
903.892825904737,1.3024964332580566,44
903.892825904737,1.3910579681396484,45
928.6241123046393,1.7109720706939697,46
903.9779056303792,1.164945125579834,47
903.892825904737,1.1959187984466553,48
903.892825904737,1.752570629119873,49
903.892825904737,1.4286386966705322,50
925.1992463184467,1.23624587059021,51
903.892825904737,1.7480354309082031,52
947.6178838897604,2.008941411972046,53
954.8556692195953,1.2186126708984375,54
903.892825904737,1.5814123153686523,55
903.9779056303792,1.3474085330963135,56
903.892825904737,1.3500077724456787,57
928.5390325789972,1.497248888015747,58
903.892825904737,1.6344048976898193,59
903.9779056303792,1.611788034439087,60
903.9779056303792,1.5684208869934082,61
903.892825904737,1.4339120388031006,62
903.9779056303792,1.2694616317749023,63
928.6241123046393,1.313586711883545,64
903.9779056303792,1.497765302658081,65
972.5733897516957,2.4088261127471924,66
903.892825904737,1.3587119579315186,67
903.892825904737,1.61631178855896,68
903.9779056303792,1.5813171863555908,69
903.892825904737,1.4504811763763428,70
903.892825904737,1.7186646461486816,71
928.5390325789972,1.382030963897705,72
971.906770449882,2.704606294631958,73
954.8556692195953,1.891650915145874,74
975.1667050015012,1.6009395122528076,75
903.892825904737,1.9319231510162354,76
903.9779056303792,1.5536460876464844,77
903.892825904737,2.2298684120178223,78
975.1667050015012,1.5071167945861816,79
903.892825904737,1.6802575588226318,80
903.892825904737,1.7121729850769043,81
903.892825904737,1.7106096744537354,82
967.9289196716664,1.8696064949035645,83
951.6755274939841,1.9628283977508545,84
903.9779056303792,1.969862937927246,85
903.892825904737,1.915759801864624,86
903.892825904737,2.113672971725464,87
903.9779056303792,1.7805383205413818,88
903.9779056303792,1.9472880363464355,89
903.892825904737,2.715332508087158,90
951.5904477683421,2.699876308441162,91
954.8556692195953,1.7517356872558594,92
903.9779056303792,1.680389165878296,93
903.892825904737,1.9359259605407715,94
903.892825904737,1.8585469722747803,95
903.9779056303792,2.24631929397583,96
903.892825904737,2.2777035236358643,97
928.5390325789972,2.1987979412078857,98
925.1992463184467,1.9157371520996094,99
903.892825904737,2.23051118850708,100
903.9779056303792,2.3942081928253174,101
954.8556692195953,2.5743448734283447,102
903.9779056303792,2.1517558097839355,103
903.892825904737,2.168982744216919,104
903.892825904737,2.6698524951934814,105
903.892825904737,2.3076331615448,106
903.9779056303792,2.465703248977661,107
903.9779056303792,2.1060776710510254,108
925.1992463184467,2.3089041709899902,109
983.767043200749,2.203725576400757,110
903.9779056303792,1.9318904876708984,111
903.892825904737,2.920534372329712,112
947.6178838897604,5.762115955352783,113
903.892825904737,2.4102797508239746,114
903.9779056303792,1.9150891304016113,115
903.892825904737,2.19214129447937,116
951.5904477683421,2.300509452819824,117
903.9779056303792,2.5274643898010254,118
903.892825904737,2.332106113433838,119
954.8556692195953,2.3404970169067383,120
903.9779056303792,2.1105916500091553,121
903.892825904737,2.584134340286255,122
903.892825904737,2.505054235458374,123
903.9779056303792,2.1209311485290527,124
903.892825904737,2.293426513671875,125
903.9779056303792,2.6233043670654297,126
903.9779056303792,4.199195623397827,127
960.055228373387,2.8492398262023926,128
975.1667050015012,2.701174020767212,129
925.1992463184467,2.9752233028411865,130
903.892825904737,4.685962677001953,131
903.892825904737,2.51237154006958,132
903.9779056303792,3.0700976848602295,133
903.9779056303792,2.338578224182129,134
903.9779056303792,2.700871229171753,135
903.892825904737,2.520192861557007,136
903.892825904737,2.6721160411834717,137
928.6241123046393,2.667861223220825,138
903.892825904737,3.110107898712158,139
903.892825904737,3.0206785202026367,140
903.892825904737,2.3871910572052,141
903.9779056303792,2.8960437774658203,142
928.5390325789972,2.8358254432678223,143
903.892825904737,2.914926290512085,144
903.892825904737,4.6168787479400635,145
947.6178838897604,3.106417655944824,146
903.892825904737,2.9358322620391846,147
903.892825904737,3.3941924571990967,148
954.8556692195953,2.8022866249084473,149
903.892825904737,2.9827988147735596,150
903.892825904737,2.6685850620269775,151
967.2930137032217,3.094636917114258,152
903.892825904737,4.068648815155029,153
903.892825904737,3.3137762546539307,154
975.1667050015012,2.802243947982788,155
903.9779056303792,2.58994460105896,156
951.6755274939841,3.368086099624634,157
903.9779056303792,2.7634735107421875,158
903.892825904737,3.305481433868408,159
928.6241123046393,3.9651365280151367,160
949.2151414834957,2.937094211578369,161
903.892825904737,3.3296287059783936,162
928.5390325789972,3.067471504211426,163
903.9779056303792,3.2320239543914795,164
903.892825904737,3.1001317501068115,165
903.892825904737,3.4138426780700684,166
903.9779056303792,3.1881818771362305,167
903.892825904737,3.039276123046875,168
903.892825904737,3.1784110069274902,169
928.5390325789972,3.6274893283843994,170
903.892825904737,3.1476657390594482,171
960.055228373387,3.1083641052246094,172
928.6241123046393,3.1093881130218506,173
903.9779056303792,3.1471877098083496,174
903.892825904737,4.387856721878052,175
903.892825904737,3.2742083072662354,176
975.1667050015012,3.3359215259552,177
903.892825904737,3.2574517726898193,178
928.6241123046393,3.367591619491577,179
903.9779056303792,3.237457513809204,180
903.892825904737,4.367096185684204,181
903.9779056303792,3.273679256439209,182
903.892825904737,4.374478578567505,183
903.9779056303792,3.4543843269348145,184
967.9289196716664,3.425314426422119,185
925.1992463184467,3.196338415145874,186
903.9779056303792,3.40828275680542,187
903.892825904737,3.298429250717163,188
925.1992463184467,3.107513189315796,189
951.5904477683421,4.953165769577026,190
903.9779056303792,4.004807472229004,191
903.892825904737,3.3751442432403564,192
903.892825904737,6.3514721393585205,193
903.9779056303792,3.4265167713165283,194
903.892825904737,3.471553325653076,195
903.892825904737,3.6495723724365234,196
903.9779056303792,3.6051108837127686,197
903.892825904737,3.54972505569458,198
903.9779056303792,7.261975288391113,199
903.9779056303792,3.415318727493286,200
