Distance,Time,Tabu size
966.6119671027795,1.1064231395721436,0
943.3621971470235,1.1446120738983154,1
903.892825904737,1.217209815979004,2
922.4712267692662,1.090196132659912,3
973.9606471218547,0.9262473583221436,4
932.1209977152021,1.2205519676208496,5
975.1667050015012,1.120161533355713,6
903.892825904737,1.1173179149627686,7
928.6241123046393,1.2663438320159912,8
903.892825904737,1.076399326324463,9
954.8556692195953,1.43357253074646,10
951.5904477683421,1.1458287239074707,11
903.9779056303792,1.0579092502593994,12
975.1667050015012,1.248328447341919,13
967.9289196716664,1.1069376468658447,14
903.892825904737,1.426093339920044,15
994.5030239245048,1.0130603313446045,16
903.9779056303792,1.0952532291412354,17
903.892825904737,1.0310075283050537,18
903.892825904737,1.310699462890625,19
903.892825904737,1.470010757446289,20
903.9779056303792,1.210831880569458,21
975.1667050015012,1.1834046840667725,22
951.6755274939841,1.3840179443359375,23
903.9779056303792,1.1962239742279053,24
903.892825904737,1.3873944282531738,25
903.892825904737,1.2107090950012207,26
903.9779056303792,1.178727149963379,27
928.5390325789972,1.267376184463501,28
925.1992463184467,1.431471586227417,29
903.892825904737,1.2474980354309082,30
975.1667050015012,1.17698335647583,31
903.9779056303792,1.0997512340545654,32
903.892825904737,1.1320953369140625,33
903.892825904737,1.7726285457611084,34
975.1667050015012,1.2771737575531006,35
903.892825904737,2.166264057159424,36
928.5390325789972,1.2986128330230713,37
903.892825904737,1.2925102710723877,38
903.892825904737,1.3259494304656982,39
959.7999965603685,1.2980904579162598,40
903.9779056303792,1.2908153533935547,41
954.8556692195953,1.3954458236694336,42
903.9779056303792,1.09018874168396,43
959.3741817729449,1.2513883113861084,44
903.9779056303792,1.0704131126403809,45
903.892825904737,1.0190579891204834,46
967.9289196716664,2.299196243286133,47
903.9779056303792,1.0936992168426514,48
903.892825904737,1.5626962184906006,49
975.1667050015012,1.2346477508544922,50
903.9779056303792,1.1364943981170654,51
947.6178838897604,1.8083651065826416,52
903.892825904737,1.1658439636230469,53
903.892825904737,1.7738807201385498,54
928.5390325789972,1.5978825092315674,55
903.892825904737,1.5907611846923828,56
903.892825904737,1.3947434425354004,57
903.9779056303792,1.2796127796173096,58
903.9779056303792,1.114328145980835,59
903.9779056303792,1.2207658290863037,60
903.892825904737,1.0549793243408203,61
975.1667050015012,1.3227009773254395,62
975.1667050015012,1.2038507461547852,63
903.892825904737,1.1128923892974854,64
903.9779056303792,1.1683294773101807,65
903.892825904737,1.1350483894348145,66
954.8556692195953,1.018035888671875,67
951.5904477683421,1.25099778175354,68
903.9779056303792,1.3350088596343994,69
903.9779056303792,1.1700632572174072,70
903.892825904737,1.49237060546875,71
903.892825904737,1.213188648223877,72
903.892825904737,1.2043449878692627,73
975.1667050015012,1.4861178398132324,74
951.5904477683421,1.3716962337493896,75
903.892825904737,1.7302205562591553,76
903.892825904737,1.3218424320220947,77
903.892825904737,1.116750955581665,78
903.892825904737,1.04848313331604,79
903.9779056303792,2.4855098724365234,80
903.892825904737,1.9124009609222412,81
903.9779056303792,1.410736322402954,82
984.701435047647,1.598310947418213,83
975.1667050015012,0.9907526969909668,84
959.8850762860105,1.0024957656860352,85
903.9779056303792,1.2830069065093994,86
976.5292578709142,1.3551650047302246,87
928.5390325789972,1.2168505191802979,88
925.1992463184467,1.051750898361206,89
903.892825904737,0.9613702297210693,90
925.1992463184467,0.9625115394592285,91
903.9779056303792,1.1778390407562256,92
925.1992463184467,1.438098430633545,93
903.9779056303792,1.1281695365905762,94
903.9779056303792,1.1768178939819336,95
903.892825904737,1.1957707405090332,96
903.892825904737,1.308812141418457,97
928.6241123046393,1.2129487991333008,98
903.892825904737,1.1654787063598633,99
903.9779056303792,1.2698674201965332,100
903.9779056303792,1.1640677452087402,101
903.9779056303792,1.3213980197906494,102
947.6178838897604,1.5302586555480957,103
947.6178838897604,1.1124157905578613,104
903.892825904737,1.194777250289917,105
951.5904477683421,1.1791768074035645,106
903.9779056303792,1.4612207412719727,107
903.892825904737,1.2437875270843506,108
928.5390325789972,1.0424613952636719,109
903.892825904737,1.2809443473815918,110
903.892825904737,1.5230846405029297,111
978.6912681518686,1.1494503021240234,112
967.9289196716664,1.230736255645752,113
928.5390325789972,1.144167184829712,114
903.892825904737,1.163285255432129,115
928.6241123046393,1.4730608463287354,116
903.9779056303792,1.652115821838379,117
903.9779056303792,1.2867910861968994,118
903.892825904737,1.0811741352081299,119
928.6241123046393,1.248450517654419,120
959.7999965603685,1.273583173751831,121
903.892825904737,1.3290157318115234,122
903.9779056303792,1.3870244026184082,123
947.6178838897604,1.2358956336975098,124
947.6178838897604,1.2473955154418945,125
903.9779056303792,1.2270786762237549,126
903.892825904737,1.2516567707061768,127
928.6241123046393,1.3637378215789795,128
954.8556692195953,1.201009750366211,129
928.6241123046393,1.123791217803955,130
903.892825904737,1.2702174186706543,131
947.6178838897604,1.1625757217407227,132
925.1992463184467,1.4623544216156006,133
903.892825904737,1.6311309337615967,134
903.892825904737,1.2550981044769287,135
955.8274326817868,1.2516443729400635,136
928.5390325789972,1.7638862133026123,137
976.5292578709142,1.9285874366760254,138
903.9779056303792,1.0966064929962158,139
991.9765919927752,1.4814927577972412,140
903.892825904737,1.0112717151641846,141
903.9779056303792,1.454803466796875,142
903.892825904737,1.187504768371582,143
975.1667050015012,1.2218010425567627,144
966.6119671027795,1.0800695419311523,145
903.892825904737,1.579805612564087,146
967.9289196716664,1.305288314819336,147
903.9779056303792,1.218665361404419,148
903.9779056303792,1.2612919807434082,149
975.1667050015012,1.104109287261963,150
903.892825904737,1.3287603855133057,151
903.892825904737,1.4661281108856201,152
991.9765919927752,1.413252830505371,153
928.6241123046393,1.3590867519378662,154
928.6241123046393,1.3025214672088623,155
928.5390325789972,1.225447416305542,156
979.1445557797167,0.967092752456665,157
903.892825904737,1.7814455032348633,158
955.8274326817868,1.6465892791748047,159
903.892825904737,1.3670101165771484,160
903.892825904737,1.4530220031738281,161
954.5713927201015,1.0272362232208252,162
903.9779056303792,1.5747661590576172,163
928.5390325789972,1.491014003753662,164
903.9779056303792,1.1161365509033203,165
903.892825904737,1.0384609699249268,166
928.6241123046393,1.2405924797058105,167
903.892825904737,1.8566656112670898,168
903.9779056303792,1.7800700664520264,169
925.1992463184467,0.9459412097930908,170
928.6241123046393,1.1147043704986572,171
903.892825904737,1.4708592891693115,172
975.1667050015012,1.4544997215270996,173
903.892825904737,2.2880120277404785,174
903.9779056303792,1.2392926216125488,175
975.1667050015012,1.1330080032348633,176
928.5390325789972,1.2750933170318604,177
928.6241123046393,0.992556095123291,178
903.892825904737,1.3541169166564941,179
928.6241123046393,1.0763041973114014,180
903.9779056303792,1.3660166263580322,181
928.5390325789972,1.8209953308105469,182
947.6178838897604,1.3052935600280762,183
903.892825904737,1.523927927017212,184
903.9779056303792,1.605797290802002,185
903.9779056303792,1.252269983291626,186
903.892825904737,1.2703235149383545,187
975.1667050015012,1.6098871231079102,188
903.9779056303792,1.4858167171478271,189
975.1667050015012,1.3805029392242432,190
903.892825904737,1.0291266441345215,191
903.9779056303792,1.1901416778564453,192
903.9779056303792,1.185777187347412,193
903.892825904737,2.074448585510254,194
922.4712267692662,2.445894718170166,195
903.9779056303792,1.344651460647583,196
903.892825904737,1.0906023979187012,197
903.9779056303792,1.461247444152832,198
903.892825904737,1.2772009372711182,199
